"emp_no","dept_no"
98785,"d005"
98796,"d004"
98806,"d005"
98815,"d007"
98825,"d004"
98836,"d005"
98846,"d004"
98854,"d005"
98863,"d001"
98873,"d004"
98884,"d001"
98894,"d004"
98904,"d002"
98914,"d004"
98923,"d004"
98933,"d007"
98944,"d005"
98952,"d001"
98962,"d004"
98973,"d005"
98984,"d002"
98995,"d002"
99005,"d004"
99016,"d007"
99026,"d001"
99035,"d004"
99045,"d007"
99053,"d005"
99063,"d004"
99072,"d005"
99081,"d005"
99092,"d004"
99100,"d005"
99111,"d004"
99119,"d004"
99128,"d004"
99137,"d004"
99146,"d004"
99156,"d001"
99164,"d004"
99174,"d005"
99182,"d004"
99191,"d007"
99201,"d005"
99209,"d007"
99219,"d001"
99228,"d004"
99236,"d004"
99246,"d004"
99256,"d005"
99267,"d004"
99275,"d001"
99285,"d005"
99295,"d005"
99304,"d005"
99313,"d005"
99323,"d007"
99331,"d001"
99340,"d004"
99349,"d007"
99357,"d004"
99366,"d004"
99376,"d004"
99385,"d001"
99393,"d002"
99402,"d004"
99412,"d004"
99421,"d001"
99431,"d007"
99440,"d002"
99449,"d002"
99459,"d004"
99469,"d001"
99479,"d005"
99489,"d001"
99497,"d004"
99508,"d005"
99519,"d004"
99528,"d004"
99537,"d004"
99545,"d004"
99554,"d004"
99564,"d002"
99574,"d004"
99583,"d005"
99592,"d002"
99600,"d004"
99611,"d001"
99621,"d004"
99629,"d001"
99638,"d005"
99647,"d001"
99656,"d004"
99666,"d002"
99674,"d007"
99684,"d007"
99694,"d004"
99705,"d004"
99716,"d001"
99726,"d001"
99736,"d004"
99745,"d004"
99755,"d005"
99764,"d001"
99773,"d004"
99784,"d001"
99794,"d005"
99802,"d002"
99811,"d004"
99821,"d007"
99830,"d004"
99838,"d004"
99847,"d004"
99857,"d004"
99867,"d005"
99877,"d005"
99886,"d005"
99894,"d005"
99902,"d005"
99910,"d004"
99920,"d001"
99929,"d002"
99940,"d005"
99950,"d001"
99959,"d004"
99970,"d004"
99980,"d004"
99991,"d004"
100001,"d005"
100010,"d004"
100018,"d007"
100029,"d005"
100039,"d005"
100048,"d004"
100059,"d007"
100068,"d007"
100079,"d004"
100090,"d005"
100100,"d004"
100109,"d001"
100119,"d005"
100128,"d005"
100139,"d002"
100147,"d005"
100158,"d005"
100167,"d004"
100176,"d005"
100186,"d004"
100197,"d005"
100206,"d005"
100215,"d004"
100224,"d004"
100234,"d002"
100243,"d004"
100251,"d007"
100259,"d005"
100269,"d007"
100277,"d004"
100286,"d005"
100297,"d001"
100307,"d001"
100318,"d004"
100327,"d005"
100338,"d005"
100348,"d004"
100357,"d005"
100365,"d005"
100374,"d002"
100385,"d004"
100396,"d004"
100407,"d001"
100416,"d004"
100425,"d004"
100436,"d007"
100446,"d002"
100454,"d001"
100463,"d004"
100473,"d001"
100481,"d004"
100492,"d007"
100500,"d004"
100508,"d001"
100517,"d004"
100526,"d004"
100536,"d007"
100546,"d004"
100556,"d002"
100565,"d002"
100574,"d001"
100585,"d001"
100594,"d005"
100602,"d007"
100612,"d005"
100621,"d004"
100631,"d004"
100640,"d004"
100649,"d005"
100660,"d004"
100669,"d002"
100678,"d004"
100688,"d004"
100696,"d001"
100706,"d004"
100715,"d002"
100725,"d007"
100734,"d004"
100744,"d005"
100753,"d005"
100762,"d001"
100770,"d007"
100780,"d005"
100789,"d004"
100797,"d004"
100805,"d005"
100814,"d004"
100823,"d001"
100834,"d004"
100842,"d005"
100852,"d004"
100862,"d001"
100870,"d005"
100879,"d007"
100889,"d005"
100900,"d002"
100910,"d001"
100918,"d001"
100927,"d004"
100937,"d002"
100947,"d002"
100956,"d001"
100967,"d004"
100977,"d002"
100987,"d005"
100997,"d004"
101007,"d001"
101017,"d004"
101025,"d004"
101033,"d004"
101041,"d001"
101051,"d005"
101060,"d004"
101069,"d004"
101078,"d004"
101088,"d004"
101098,"d001"
101107,"d005"
101116,"d002"
101125,"d004"
101134,"d004"
101142,"d005"
101153,"d002"
101163,"d001"
101173,"d004"
101181,"d005"
101189,"d005"
101198,"d004"
101209,"d004"
101219,"d004"
101227,"d007"
101238,"d004"
101247,"d007"
101255,"d004"
101264,"d001"
101275,"d004"
101285,"d002"
101295,"d005"
101303,"d001"
101312,"d004"
101323,"d004"
101332,"d004"
101343,"d004"
101354,"d004"
101363,"d004"
101372,"d004"
101381,"d007"
101390,"d004"
101399,"d004"
101408,"d004"
101419,"d004"
101429,"d004"
101437,"d004"
101447,"d005"
101457,"d005"
101466,"d004"
101474,"d004"
101482,"d007"
101493,"d004"
101503,"d002"
101513,"d007"
101522,"d004"
101533,"d005"
101542,"d005"
101552,"d005"
101562,"d007"
101573,"d004"
101583,"d004"
101592,"d007"
101603,"d004"
101614,"d004"
101625,"d007"
101635,"d004"
101645,"d004"
101653,"d005"
101664,"d004"
101673,"d004"
101682,"d004"
101690,"d001"
101698,"d007"
101709,"d001"
101717,"d004"
101727,"d004"
101738,"d005"
101747,"d004"
101757,"d002"
101766,"d004"
101776,"d001"
101785,"d001"
101795,"d004"
101803,"d001"
101813,"d005"
101821,"d007"
101830,"d004"
101839,"d005"
101848,"d001"
101857,"d004"
101867,"d002"
101876,"d004"
101885,"d004"
101895,"d001"
101904,"d005"
101913,"d007"
101923,"d002"
101933,"d004"
101942,"d004"
101950,"d004"
101959,"d005"
101968,"d005"
101978,"d005"
101988,"d004"
101999,"d007"
102009,"d004"
102019,"d002"
102028,"d004"
102038,"d007"
102049,"d005"
102059,"d004"
102069,"d004"
102078,"d001"
102087,"d004"
102098,"d004"
102109,"d004"
102118,"d004"
102129,"d004"
102139,"d004"
102149,"d004"
102160,"d001"
102168,"d005"
102179,"d004"
102188,"d005"
102197,"d004"
102207,"d001"
102215,"d004"
102223,"d004"
102233,"d005"
102244,"d004"
102255,"d001"
102266,"d004"
102276,"d004"
102285,"d005"
102295,"d001"
102303,"d005"
102313,"d004"
102322,"d004"
102330,"d004"
102339,"d001"
102349,"d004"
102360,"d005"
102369,"d004"
102378,"d004"
102386,"d002"
102396,"d005"
102407,"d004"
102416,"d004"
102425,"d001"
102436,"d004"
102446,"d002"
102456,"d002"
102466,"d005"
102476,"d004"
102485,"d004"
102495,"d001"
102506,"d004"
102515,"d004"
102526,"d004"
102536,"d004"
102547,"d001"
102555,"d007"
102564,"d005"
102573,"d002"
102584,"d002"
102594,"d005"
102603,"d001"
102611,"d005"
102620,"d004"
102630,"d004"
102640,"d001"
102650,"d004"
102658,"d001"
102666,"d007"
102677,"d004"
102686,"d002"
102696,"d005"
102706,"d005"
102716,"d004"
102727,"d002"
102735,"d001"
102743,"d007"
102751,"d005"
102762,"d002"
102772,"d002"
102783,"d004"
102792,"d001"
102802,"d007"
102812,"d001"
102820,"d002"
102828,"d005"
102836,"d005"
102845,"d004"
102854,"d005"
102863,"d004"
102872,"d007"
102880,"d007"
102891,"d001"
102901,"d004"
102909,"d004"
102919,"d004"
102930,"d004"
102939,"d005"
102949,"d007"
102960,"d004"
102969,"d001"
102977,"d002"
102985,"d005"
102996,"d005"
103007,"d002"
103015,"d001"
103024,"d004"
103034,"d005"
103042,"d007"
103051,"d004"
103061,"d004"
103071,"d002"
103079,"d004"
103088,"d004"
103099,"d004"
103109,"d004"
103118,"d001"
103127,"d005"
103137,"d005"
103147,"d001"
103155,"d002"
103164,"d001"
103172,"d005"
103181,"d004"
103189,"d007"
103199,"d004"
103210,"d004"
103218,"d005"
103227,"d002"
103238,"d004"
103246,"d004"
103255,"d005"
103266,"d004"
103277,"d002"
103286,"d005"
103295,"d005"
103303,"d001"
103312,"d004"
103321,"d004"
103329,"d004"
103339,"d004"
103348,"d004"
103357,"d004"
103368,"d001"
103377,"d004"
103386,"d005"
103395,"d004"
103405,"d004"
103415,"d001"
103423,"d005"
103432,"d004"
103440,"d004"
103451,"d002"
103462,"d001"
103473,"d001"
103483,"d004"
103494,"d005"
103504,"d001"
103514,"d001"
103525,"d001"
103534,"d001"
103542,"d004"
103551,"d004"
103561,"d001"
103572,"d004"
103582,"d005"
103593,"d004"
103604,"d004"
103613,"d004"
103621,"d007"
103629,"d004"
103638,"d004"
103647,"d004"
103657,"d005"
103665,"d005"
103676,"d004"
103687,"d004"
103695,"d005"
103705,"d001"
103715,"d004"
103724,"d004"
103734,"d004"
103744,"d001"
103754,"d004"
103762,"d004"
103771,"d002"
103781,"d001"
103791,"d004"
103799,"d001"
103808,"d002"
103817,"d004"
103826,"d005"
103836,"d004"
103846,"d004"
103855,"d004"
103864,"d004"
103875,"d004"
103886,"d004"
103894,"d001"
103905,"d001"
103914,"d001"
103924,"d007"
103934,"d004"
103944,"d004"
103955,"d001"
103963,"d005"
103974,"d004"
103985,"d004"
103994,"d004"
104002,"d007"
104013,"d004"
104023,"d005"
104033,"d001"
104042,"d005"
104052,"d001"
104060,"d004"
104070,"d001"
104079,"d001"
104088,"d007"
104096,"d004"
104105,"d001"
104116,"d004"
104126,"d002"
104135,"d007"
104144,"d004"
104155,"d001"
104164,"d004"
104174,"d001"
104184,"d004"
104194,"d004"
104203,"d007"
104213,"d005"
104223,"d007"
104234,"d004"
104244,"d004"
104254,"d004"
104263,"d004"
104274,"d005"
104284,"d005"
104293,"d005"
104304,"d001"
104312,"d007"
104321,"d005"
104330,"d005"
104338,"d005"
104349,"d001"
104357,"d004"
104365,"d002"
104375,"d007"
104383,"d001"
104392,"d007"
104401,"d001"
104411,"d002"
104421,"d005"
104430,"d005"
104440,"d004"
104450,"d001"
104460,"d005"
104470,"d004"
104478,"d004"
104486,"d004"
104496,"d004"
104504,"d004"
104513,"d004"
104523,"d004"
104531,"d004"
104542,"d007"
104551,"d005"
104562,"d004"
104573,"d002"
104582,"d005"
104593,"d004"
104602,"d004"
104613,"d004"
104621,"d004"
104630,"d004"
104639,"d005"
104650,"d004"
104658,"d004"
104666,"d001"
104675,"d005"
104684,"d005"
104694,"d001"
104705,"d005"
104715,"d001"
104724,"d004"
104734,"d004"
104745,"d004"
104754,"d004"
104763,"d004"
104771,"d005"
104779,"d004"
104790,"d004"
104799,"d004"
104808,"d004"
104817,"d007"
104827,"d005"
104838,"d005"
104849,"d001"
104860,"d001"
104869,"d001"
104878,"d004"
104886,"d002"
104894,"d004"
104904,"d002"
104914,"d005"
104922,"d004"
104932,"d004"
104940,"d004"
104950,"d005"
104960,"d005"
104969,"d005"
104978,"d001"
104986,"d004"
104997,"d004"
105007,"d004"
105017,"d002"
105026,"d001"
105037,"d004"
105046,"d001"
105054,"d001"
105062,"d005"
105071,"d004"
105081,"d004"
105090,"d004"
105099,"d004"
105109,"d005"
105119,"d001"
105127,"d002"
105135,"d005"
105145,"d004"
105156,"d002"
105166,"d004"
105174,"d004"
105182,"d005"
105192,"d004"
105202,"d005"
105211,"d005"
105221,"d005"
105231,"d004"
105240,"d005"
105250,"d004"
105261,"d005"
105272,"d005"
105281,"d004"
105289,"d001"
105299,"d004"
105308,"d004"
105319,"d001"
105328,"d005"
105339,"d005"
105348,"d004"
105356,"d005"
105366,"d004"
105374,"d005"
105385,"d004"
105396,"d001"
105405,"d004"
105416,"d004"
105424,"d004"
105434,"d001"
105444,"d004"
105454,"d004"
105465,"d005"
105475,"d001"
105485,"d004"
105494,"d004"
105502,"d005"
105510,"d002"
105519,"d004"
105528,"d004"
105536,"d005"
105547,"d004"
105556,"d004"
105564,"d004"
105573,"d001"
105581,"d005"
105592,"d005"
105600,"d004"
105611,"d004"
105620,"d004"
105630,"d005"
105641,"d001"
105649,"d004"
105657,"d004"
105667,"d001"
105677,"d005"
105687,"d001"
105697,"d004"
105705,"d004"
105715,"d007"
105726,"d004"
105735,"d001"
105743,"d004"
105752,"d005"
105761,"d002"
105772,"d001"
105783,"d004"
105794,"d005"
105803,"d002"
105812,"d004"
105822,"d005"
105831,"d001"
105840,"d001"
105850,"d004"
105859,"d001"
105870,"d001"
105878,"d004"
105888,"d002"
105897,"d004"
105906,"d004"
105914,"d002"
105923,"d004"
105934,"d007"
105944,"d004"
105954,"d002"
105964,"d002"
105975,"d005"
105985,"d005"
105993,"d004"
106003,"d004"
106014,"d005"
106023,"d005"
106032,"d005"
106041,"d004"
106051,"d004"
106060,"d002"
106071,"d005"
106082,"d005"
106093,"d001"
106103,"d001"
106113,"d004"
106124,"d004"
106133,"d001"
106143,"d002"
106153,"d001"
106162,"d005"
106173,"d004"
106183,"d002"
106192,"d005"
106203,"d005"
106211,"d004"
106221,"d007"
106229,"d004"
106239,"d004"
106249,"d004"
106257,"d004"
106268,"d001"
106279,"d005"
106287,"d004"
106296,"d004"
106305,"d004"
106315,"d007"
106325,"d001"
106335,"d004"
106346,"d004"
106355,"d005"
106365,"d001"
106373,"d004"
106382,"d004"
106390,"d004"
106398,"d004"
106407,"d005"
106417,"d001"
106426,"d005"
106437,"d004"
106447,"d001"
106455,"d004"
106463,"d004"
106473,"d004"
106481,"d004"
106490,"d007"
106501,"d001"
106511,"d004"
106521,"d001"
106531,"d004"
106541,"d005"
106551,"d001"
106562,"d001"
106570,"d005"
106581,"d005"
106591,"d005"
106602,"d001"
106613,"d004"
106623,"d005"
106634,"d005"
106644,"d002"
106654,"d007"
106663,"d004"
106674,"d004"
106684,"d004"
106695,"d005"
106703,"d004"
106713,"d005"
106724,"d001"
106734,"d002"
106743,"d004"
106752,"d001"
106762,"d007"
106771,"d007"
106780,"d005"
106790,"d004"
106801,"d004"
106811,"d002"
106820,"d005"
106829,"d005"
106837,"d007"
106848,"d005"
106859,"d004"
106870,"d007"
106881,"d001"
106890,"d001"
106899,"d004"
106908,"d001"
106918,"d001"
106927,"d004"
106937,"d001"
106947,"d004"
106957,"d004"
106967,"d004"
106976,"d007"
106986,"d004"
106996,"d004"
107004,"d004"
107012,"d007"
107022,"d004"
107030,"d004"
107039,"d001"
107049,"d004"
107058,"d002"
107066,"d005"
107074,"d005"
107082,"d001"
107091,"d004"
107102,"d002"
107111,"d005"
107121,"d005"
107131,"d004"
107140,"d001"
107150,"d007"
107159,"d004"
107168,"d004"
107177,"d005"
107188,"d004"
107199,"d001"
107210,"d004"
107218,"d004"
107226,"d004"
107237,"d004"
107247,"d001"
107257,"d007"
107266,"d004"
107275,"d004"
107286,"d004"
107294,"d004"
107303,"d001"
107311,"d004"
107321,"d004"
107332,"d001"
107341,"d005"
107349,"d004"
107359,"d002"
107369,"d004"
107379,"d004"
107388,"d002"
107397,"d001"
107408,"d004"
107417,"d004"
107427,"d007"
107435,"d002"
107444,"d004"
107453,"d002"
107463,"d004"
107471,"d007"
107480,"d007"
107490,"d007"
107500,"d007"
107508,"d002"
107519,"d001"
107527,"d007"
107536,"d004"
107545,"d004"
107555,"d005"
107566,"d004"
107575,"d007"
107583,"d004"
107593,"d004"
107604,"d004"
107613,"d005"
107623,"d005"
107634,"d007"
107643,"d004"
107652,"d005"
107662,"d001"
107673,"d005"
107682,"d005"
107691,"d004"
107700,"d007"
107708,"d005"
107718,"d004"
107727,"d004"
107736,"d005"
107747,"d001"
107755,"d001"
107765,"d007"
107774,"d004"
107784,"d005"
107795,"d004"
107803,"d004"
107812,"d004"
107821,"d001"
107831,"d004"
107839,"d005"
107849,"d005"
107859,"d001"
107870,"d001"
107878,"d004"
107886,"d004"
107895,"d004"
107905,"d004"
107915,"d004"
107924,"d001"
107933,"d007"
107942,"d004"
107951,"d004"
107961,"d005"
107970,"d004"
107978,"d007"
107986,"d002"
107995,"d007"
108005,"d005"
108016,"d004"
108024,"d001"
108034,"d005"
108044,"d002"
108054,"d004"
108065,"d004"
108075,"d007"
108085,"d007"
108095,"d005"
108105,"d002"
108116,"d004"
108126,"d005"
108137,"d004"
108147,"d004"
108156,"d005"
108164,"d005"
108172,"d001"
108181,"d004"
108190,"d004"
108199,"d001"
108209,"d005"
108217,"d001"
108225,"d001"
108233,"d001"
108244,"d004"
108253,"d004"
108262,"d004"
108271,"d001"
108281,"d004"
108292,"d005"
108303,"d004"
108312,"d004"
108320,"d001"
108330,"d001"
108340,"d001"
108350,"d004"
108359,"d001"
108370,"d005"
108381,"d005"
108392,"d005"
108402,"d004"
108412,"d007"
108421,"d005"
108429,"d001"
108440,"d007"
108450,"d001"
108458,"d004"
108466,"d005"
108477,"d002"
108486,"d004"
108494,"d004"
108504,"d004"
108514,"d005"
108523,"d004"
108532,"d007"
108542,"d005"
108550,"d004"
108559,"d004"
108570,"d005"
108578,"d005"
108588,"d005"
108597,"d005"
108608,"d001"
108618,"d004"
108628,"d004"
108639,"d007"
108649,"d004"
108659,"d004"
108669,"d005"
108677,"d005"
108688,"d005"
108698,"d001"
108707,"d004"
108716,"d004"
108725,"d001"
108734,"d001"
108742,"d004"
108751,"d004"
108760,"d001"
108769,"d005"
108780,"d005"
108790,"d004"
108801,"d004"
108810,"d007"
108818,"d005"
108828,"d004"
108837,"d004"
108848,"d001"
108857,"d004"
108868,"d004"
108877,"d004"
108885,"d002"
108894,"d001"
108904,"d002"
108915,"d005"
108926,"d005"
108936,"d004"
108945,"d005"
108953,"d005"
108962,"d002"
108970,"d005"
108979,"d005"
108989,"d001"
108999,"d005"
109008,"d005"
109017,"d005"
109027,"d005"
109036,"d004"
109047,"d002"
109056,"d005"
109066,"d004"
109077,"d001"
109088,"d005"
109098,"d005"
109108,"d004"
109118,"d004"
109128,"d004"
109137,"d004"
109148,"d005"
109159,"d005"
109170,"d004"
109181,"d007"
109192,"d007"
109203,"d004"
109211,"d005"
109220,"d004"
109230,"d004"
109240,"d001"
109248,"d001"
109257,"d005"
109266,"d004"
109277,"d004"
109286,"d004"
109295,"d005"
109306,"d001"
109314,"d002"
109323,"d004"
109332,"d005"
109341,"d004"
109352,"d004"
109363,"d004"
109372,"d004"
109382,"d005"
109391,"d004"
109399,"d004"
109408,"d005"
109417,"d004"
109428,"d001"
109437,"d001"
109447,"d004"
109457,"d007"
109468,"d001"
109478,"d004"
109486,"d004"
109496,"d001"
109504,"d001"
109513,"d004"
109523,"d004"
109533,"d001"
109541,"d005"
109550,"d004"
109559,"d002"
109568,"d004"
109577,"d004"
109585,"d007"
109595,"d005"
109603,"d004"
109613,"d001"
109622,"d004"
109631,"d004"
109640,"d004"
109651,"d004"
109662,"d001"
109673,"d004"
109683,"d001"
109693,"d002"
109702,"d002"
109711,"d007"
109720,"d005"
109729,"d004"
109737,"d004"
109747,"d001"
109755,"d004"
109764,"d004"
109774,"d001"
109784,"d004"
109793,"d005"
109801,"d004"
109810,"d001"
109819,"d001"
109829,"d004"
109840,"d005"
109849,"d004"
109857,"d007"
109866,"d004"
109877,"d004"
109885,"d001"
109895,"d001"
109905,"d004"
109915,"d001"
109925,"d001"
109936,"d002"
109946,"d005"
109956,"d005"
109965,"d004"
109975,"d004"
109986,"d005"
109996,"d007"
200008,"d005"
200018,"d007"
200026,"d004"
200035,"d002"
200045,"d002"
200056,"d007"
200067,"d004"
200076,"d004"
200086,"d005"
200095,"d001"
200104,"d002"
200113,"d004"
200123,"d004"
200133,"d001"
200142,"d002"
200151,"d004"
200159,"d001"
200167,"d002"
200175,"d004"
200185,"d001"
200196,"d004"
200205,"d001"
200214,"d004"
200225,"d001"
200235,"d004"
200244,"d001"
200253,"d007"
200264,"d004"
200273,"d005"
200284,"d005"
200294,"d005"
200303,"d004"
200312,"d004"
200322,"d001"
200330,"d004"
200338,"d004"
200347,"d005"
200356,"d005"
200366,"d004"
200376,"d007"
200385,"d004"
200393,"d004"
200401,"d004"
200411,"d005"
200420,"d001"
200429,"d001"
200438,"d005"
200448,"d005"
200459,"d004"
200468,"d007"
200476,"d004"
200485,"d004"
200494,"d005"
200504,"d005"
200512,"d001"
200520,"d005"
200530,"d005"
200541,"d005"
200550,"d004"
200558,"d001"
200567,"d001"
200577,"d001"
200586,"d004"
200595,"d005"
200604,"d004"
200615,"d002"
200626,"d005"
200636,"d005"
200646,"d005"
200657,"d004"
200666,"d004"
200675,"d004"
200685,"d004"
200695,"d005"
200706,"d004"
200717,"d005"
200727,"d004"
200737,"d004"
200746,"d001"
200756,"d004"
200766,"d004"
200777,"d001"
200787,"d004"
200797,"d004"
200807,"d002"
200816,"d005"
200825,"d004"
200835,"d005"
200845,"d004"
200854,"d004"
200864,"d004"
200873,"d004"
200883,"d004"
200891,"d005"
200901,"d007"
200910,"d002"
200918,"d004"
200928,"d004"
200939,"d007"
200949,"d005"
200959,"d004"
200968,"d005"
200977,"d004"
200985,"d007"
200996,"d002"
201007,"d007"
201015,"d002"
201025,"d004"
201035,"d005"
201044,"d001"
201055,"d007"
201063,"d004"
201072,"d004"
201080,"d005"
201091,"d001"
201101,"d004"
201111,"d002"
201121,"d001"
201130,"d001"
201138,"d007"
201147,"d005"
201157,"d002"
201167,"d004"
201177,"d004"
201186,"d007"
201197,"d004"
201208,"d004"
201216,"d005"
201224,"d005"
201232,"d005"
201240,"d004"
201250,"d004"
201258,"d001"
201268,"d002"
201278,"d005"
201288,"d005"
201298,"d002"
201308,"d002"
201319,"d004"
201329,"d004"
201337,"d001"
201346,"d004"
201354,"d001"
201363,"d005"
201371,"d005"
201380,"d004"
201391,"d002"
201401,"d005"
201410,"d004"
201420,"d005"
201429,"d005"
201437,"d001"
201448,"d004"
201457,"d005"
201467,"d001"
201476,"d004"
201484,"d007"
201494,"d001"
201504,"d004"
201515,"d001"
201523,"d004"
201533,"d001"
201542,"d001"
201551,"d004"
201561,"d004"
201572,"d004"
201582,"d001"
201591,"d001"
201600,"d004"
201609,"d005"
201618,"d005"
201627,"d005"
201638,"d005"
201649,"d001"
201659,"d001"
201668,"d004"
201676,"d005"
201685,"d004"
201694,"d004"
201704,"d004"
201713,"d004"
201722,"d007"
201731,"d001"
201740,"d004"
201748,"d005"
201756,"d001"
201767,"d001"
201777,"d001"
201787,"d004"
201797,"d007"
201806,"d004"
201815,"d005"
201824,"d004"
201835,"d005"
201844,"d005"
201853,"d001"
201864,"d004"
201872,"d004"
201880,"d004"
201889,"d005"
201900,"d002"
201910,"d007"
201920,"d004"
201929,"d005"
201938,"d002"
201949,"d004"
201958,"d004"
201969,"d001"
201978,"d005"
201989,"d002"
201998,"d004"
202009,"d001"
202019,"d004"
202029,"d004"
202039,"d004"
202050,"d004"
202058,"d005"
202066,"d004"
202077,"d001"
202085,"d005"
202094,"d004"
202104,"d002"
202115,"d004"
202123,"d004"
202133,"d004"
202142,"d005"
202151,"d004"
202160,"d004"
202170,"d001"
202181,"d004"
202190,"d004"
202199,"d005"
202207,"d005"
202217,"d004"
202225,"d004"
202235,"d005"
202245,"d004"
202255,"d004"
202263,"d001"
202272,"d001"
202280,"d005"
202288,"d004"
202297,"d004"
202308,"d002"
202316,"d005"
202324,"d004"
202335,"d004"
202346,"d001"
202356,"d004"
202367,"d004"
202377,"d004"
202386,"d001"
202397,"d004"
202407,"d004"
202416,"d005"
202426,"d004"
202437,"d007"
202448,"d004"
202458,"d005"
202468,"d007"
202479,"d004"
202487,"d004"
202498,"d005"
202509,"d004"
202518,"d005"
202527,"d004"
202536,"d004"
202547,"d007"
202557,"d002"
202568,"d004"
202579,"d004"
202589,"d001"
202598,"d001"
202608,"d004"
202617,"d004"
202626,"d002"
202637,"d001"
202647,"d001"
202655,"d004"
202664,"d004"
202674,"d005"
202682,"d002"
202691,"d004"
202699,"d004"
202708,"d004"
202718,"d004"
202728,"d005"
202738,"d005"
202748,"d004"
202758,"d007"
202768,"d004"
202779,"d004"
202787,"d001"
202796,"d002"
202805,"d004"
202813,"d004"
202821,"d007"
202829,"d001"
202837,"d005"
202848,"d004"
202856,"d004"
202864,"d004"
202875,"d002"
202884,"d004"
202894,"d001"
202904,"d002"
202913,"d004"
202921,"d004"
202930,"d004"
202938,"d004"
202949,"d004"
202957,"d004"
202965,"d004"
202976,"d007"
202987,"d001"
202998,"d002"
203008,"d001"
203017,"d004"
203026,"d004"
203035,"d002"
203044,"d002"
203054,"d001"
203063,"d005"
203072,"d004"
203081,"d001"
203090,"d005"
203100,"d001"
203109,"d004"
203119,"d004"
203128,"d001"
203137,"d002"
203148,"d007"
203158,"d002"
203167,"d004"
203175,"d004"
203185,"d004"
203196,"d004"
203205,"d002"
203215,"d004"
203223,"d001"
203233,"d002"
203243,"d004"
203252,"d001"
203260,"d005"
203270,"d004"
203279,"d004"
203288,"d001"
203299,"d001"
203309,"d001"
203319,"d001"
203328,"d005"
203339,"d004"
203348,"d004"
203357,"d004"
203366,"d004"
203376,"d005"
203385,"d001"
203395,"d001"
203406,"d004"
203417,"d002"
203427,"d005"
203437,"d001"
203445,"d005"
203455,"d005"
203466,"d004"
203475,"d004"
203485,"d005"
203496,"d001"
203507,"d005"
203517,"d005"
203528,"d004"
203536,"d004"
203546,"d004"
203557,"d005"
203568,"d005"
203576,"d004"
203587,"d004"
203598,"d007"
203607,"d004"
203616,"d007"
203627,"d004"
203638,"d005"
203647,"d004"
203656,"d001"
203664,"d004"
203674,"d004"
203683,"d005"
203693,"d005"
203701,"d005"
203712,"d004"
203723,"d005"
203732,"d005"
203742,"d007"
203750,"d004"
203761,"d005"
203771,"d001"
203780,"d004"
203788,"d001"
203798,"d005"
203806,"d004"
203817,"d004"
203825,"d004"
203833,"d004"
203843,"d004"
203851,"d005"
203860,"d005"
203869,"d004"
203878,"d004"
203887,"d005"
203897,"d004"
203907,"d004"
203915,"d004"
203924,"d004"
203933,"d001"
203944,"d004"
203955,"d004"
203964,"d004"
203972,"d004"
203981,"d004"
203990,"d001"
204001,"d004"
204010,"d007"
